"","book","chapter","verse","text"
"63","Matthew","3","15","Jesus replied, “Let it be so now; it is proper for us to do this to fulfill all righteousness.” “Let it be so now; it is proper for us to do this to fulfill all righteousness.” Then John consented. "
"64","Matthew","3","16","As soon as Jesus was baptized, he went up out of the water. At that moment heaven was opened, and he saw the Spirit of God descending like a dove and alighting on him. "
"65","Matthew","3","17","And a voice from heaven said, “This is my Son, whom I love; with him I am well pleased.” "
"66","Matthew","4","1","Then Jesus was led by the Spirit into the wilderness to be tempted # 4:1 The Greek for tempted can also mean tested. 4:1 The Greek for tempted can also mean tested. by the devil. "
"67","Matthew","4","2","After fasting forty days and forty nights, he was hungry. "
"68","Matthew","4","3","The tempter came to him and said, “If you are the Son of God, tell these stones to become bread.” "
"69","Matthew","4","4","Jesus answered, “It is written: ‘Man shall not live on bread alone, but on every word that comes from the mouth of God.’ “It is written: ‘Man shall not live on bread alone, but on every word that comes from the mouth of God.’ # 4:4 Deut. 8:3 4:4 Deut. 8:3 ” ” "
"70","Matthew","4","5","Then the devil took him to the holy city and had him stand on the highest point of the temple. "
"71","Matthew","4","6","“If you are the Son of God,” he said, “throw yourself down. For it is written: “ ‘He will command his angels concerning you, and they will lift you up in their hands, so that you will not strike your foot against a stone.’ # 4:6 Psalm 91:11,12 4:6 Psalm 91:11,12 ” "
"72","Matthew","4","7","Jesus answered him, “It is also written: ‘Do not put the Lord your God to the test.’ “It is also written: ‘Do not put the Lord your God to the test.’ # 4:7 Deut. 6:16 4:7 Deut. 6:16 ” ” "
"73","Matthew","4","8","Again, the devil took him to a very high mountain and showed him all the kingdoms of the world and their splendor. "
"74","Matthew","4","9","“All this I will give you,” he said, “if you will bow down and worship me.” "
"75","Matthew","4","10","Jesus said to him, “Away from me, Satan! For it is written: ‘Worship the Lord your God, and serve him only.’ “Away from me, Satan! For it is written: ‘Worship the Lord your God, and serve him only.’ # 4:10 Deut. 6:13 4:10 Deut. 6:13 ” ” "
"76","Matthew","4","11","Then the devil left him, and angels came and attended him. "
"77","Matthew","4","12","When Jesus heard that John had been put in prison, he withdrew to Galilee. "
"78","Matthew","4","13","Leaving Nazareth, he went and lived in Capernaum, which was by the lake in the area of Zebulun and Naphtali— "
"79","Matthew","4","14","to fulfill what was said through the prophet Isaiah: "
"80","Matthew","4","15","“Land of Zebulun and land of Naphtali, the Way of the Sea, beyond the Jordan, Galilee of the Gentiles— "
"81","Matthew","4","16","the people living in darkness have seen a great light; on those living in the land of the shadow of death a light has dawned.” # 4:16 Isaiah 9:1,2 4:16 Isaiah 9:1,2 "
"82","Matthew","4","17","From that time on Jesus began to preach, “Repent, for the kingdom of heaven has come near.” “Repent, for the kingdom of heaven has come near.” "
"83","Matthew","4","18","As Jesus was walking beside the Sea of Galilee, he saw two brothers, Simon called Peter and his brother Andrew. They were casting a net into the lake, for they were fishermen. "
"84","Matthew","4","19","“Come, follow me,” “Come, follow me,” Jesus said, “and I will send you out to fish for people.” “and I will send you out to fish for people.” "
"85","Matthew","4","20","At once they left their nets and followed him. "
"86","Matthew","4","21","Going on from there, he saw two other brothers, James son of Zebedee and his brother John. They were in a boat with their father Zebedee, preparing their nets. Jesus called them, "
"87","Matthew","4","22","and immediately they left the boat and their father and followed him. "
"88","Matthew","4","23","Jesus went throughout Galilee, teaching in their synagogues, proclaiming the good news of the kingdom, and healing every disease and sickness among the people. "
"89","Matthew","4","24","News about him spread all over Syria, and people brought to him all who were ill with various diseases, those suffering severe pain, the demon-possessed, those having seizures, and the paralyzed; and he healed them. "
"90","Matthew","4","25","Large crowds from Galilee, the Decapolis, # 4:25 That is, the Ten Cities 4:25 That is, the Ten Cities Jerusalem, Judea and the region across the Jordan followed him. "
"91","Matthew","5","1","Now when Jesus saw the crowds, he went up on a mountainside and sat down. His disciples came to him, "
"92","Matthew","5","2","and he began to teach them. He said: "
"93","Matthew","5","3","“Blessed are the poor in spirit, “Blessed are the poor in spirit, for theirs is the kingdom of heaven. for theirs is the kingdom of heaven. "
"94","Matthew","5","4","Blessed are those who mourn, Blessed are those who mourn, for they will be comforted. for they will be comforted. "
"95","Matthew","5","5","Blessed are the meek, Blessed are the meek, for they will inherit the earth. for they will inherit the earth. "
"96","Matthew","5","6","Blessed are those who hunger and thirst for righteousness, Blessed are those who hunger and thirst for righteousness, for they will be filled. for they will be filled. "
"97","Matthew","5","7","Blessed are the merciful, Blessed are the merciful, for they will be shown mercy. for they will be shown mercy. "
"98","Matthew","5","8","Blessed are the pure in heart, Blessed are the pure in heart, for they will see God. for they will see God. "
"99","Matthew","5","9","Blessed are the peacemakers, Blessed are the peacemakers, for they will be called children of God. for they will be called children of God. "
"100","Matthew","5","10","Blessed are those who are persecuted because of righteousness, Blessed are those who are persecuted because of righteousness, for theirs is the kingdom of heaven. for theirs is the kingdom of heaven. "
"101","Matthew","5","11","“Blessed are you when people insult you, persecute you and falsely say all kinds of evil against you because of me. “Blessed are you when people insult you, persecute you and falsely say all kinds of evil against you because of me. "
"102","Matthew","5","12","Rejoice and be glad, because great is your reward in heaven, for in the same way they persecuted the prophets who were before you. Rejoice and be glad, because great is your reward in heaven, for in the same way they persecuted the prophets who were before you. "
"103","Matthew","5","13","“You are the salt of the earth. But if the salt loses its saltiness, how can it be made salty again? It is no longer good for anything, except to be thrown out and trampled underfoot. “You are the salt of the earth. But if the salt loses its saltiness, how can it be made salty again? It is no longer good for anything, except to be thrown out and trampled underfoot. "
"104","Matthew","5","14","“You are the light of the world. A town built on a hill cannot be hidden. “You are the light of the world. A town built on a hill cannot be hidden. "
"105","Matthew","5","15","Neither do people light a lamp and put it under a bowl. Instead they put it on its stand, and it gives light to everyone in the house. Neither do people light a lamp and put it under a bowl. Instead they put it on its stand, and it gives light to everyone in the house. "
"106","Matthew","5","16","In the same way, let your light shine before others, that they may see your good deeds and glorify your Father in heaven. In the same way, let your light shine before others, that they may see your good deeds and glorify your Father in heaven. "
"107","Matthew","5","17","“Do not think that I have come to abolish the Law or the Prophets; I have not come to abolish them but to fulfill them. “Do not think that I have come to abolish the Law or the Prophets; I have not come to abolish them but to fulfill them. "
"108","Matthew","5","18","For truly I tell you, until heaven and earth disappear, not the smallest letter, not the least stroke of a pen, will by any means disappear from the Law until everything is accomplished. For truly I tell you, until heaven and earth disappear, not the smallest letter, not the least stroke of a pen, will by any means disappear from the Law until everything is accomplished. "
"109","Matthew","5","19","Therefore anyone who sets aside one of the least of these commands and teaches others accordingly will be called least in the kingdom of heaven, but whoever practices and teaches these commands will be called great in the kingdom of heaven. Therefore anyone who sets aside one of the least of these commands and teaches others accordingly will be called least in the kingdom of heaven, but whoever practices and teaches these commands will be called great in the kingdom of heaven. "
"110","Matthew","5","20","For I tell you that unless your righteousness surpasses that of the Pharisees and the teachers of the law, you will certainly not enter the kingdom of heaven. For I tell you that unless your righteousness surpasses that of the Pharisees and the teachers of the law, you will certainly not enter the kingdom of heaven. "
"111","Matthew","5","21","“You have heard that it was said to the people long ago, ‘You shall not murder, “You have heard that it was said to the people long ago, ‘You shall not murder, # 5:21 Exodus 20:13 5:21 Exodus 20:13 and anyone who murders will be subject to judgment.’ and anyone who murders will be subject to judgment.’ "
"112","Matthew","5","22","But I tell you that anyone who is angry with a brother or sister But I tell you that anyone who is angry with a brother or sister # 5:22 The Greek word for brother or sister (adelphos) refers here to a fellow disciple, whether man or woman; also in verse 23. 5:22 The Greek word for brother or sister (adelphos) refers here to a fellow disciple, whether man or woman; also in verse 23. adelphos # 5:22 Some manuscripts brother or sister without cause 5:22 Some manuscripts brother or sister without cause will be subject to judgment. Again, anyone who says to a brother or sister, ‘Raca,’ will be subject to judgment. Again, anyone who says to a brother or sister, ‘ Raca Raca ,’ # 5:22 An Aramaic term of contempt 5:22 An Aramaic term of contempt is answerable to the court. And anyone who says, ‘You fool!’ will be in danger of the fire of hell. is answerable to the court. And anyone who says, ‘You fool!’ will be in danger of the fire of hell. "
"113","Matthew","5","23","“Therefore, if you are offering your gift at the altar and there remember that your brother or sister has something against you, “Therefore, if you are offering your gift at the altar and there remember that your brother or sister has something against you, "
"114","Matthew","5","24","leave your gift there in front of the altar. First go and be reconciled to them; then come and offer your gift. leave your gift there in front of the altar. First go and be reconciled to them; then come and offer your gift. "
"115","Matthew","5","25","“Settle matters quickly with your adversary who is taking you to court. Do it while you are still together on the way, or your adversary may hand you over to the judge, and the judge may hand you over to the officer, and you may be thrown into prison. “Settle matters quickly with your adversary who is taking you to court. Do it while you are still together on the way, or your adversary may hand you over to the judge, and the judge may hand you over to the officer, and you may be thrown into prison. "
"116","Matthew","5","26","Truly I tell you, you will not get out until you have paid the last penny. Truly I tell you, you will not get out until you have paid the last penny. "
"117","Matthew","5","27","“You have heard that it was said, ‘You shall not commit adultery.’ “You have heard that it was said, ‘You shall not commit adultery.’ # 5:27 Exodus 20:14 5:27 Exodus 20:14 "
"118","Matthew","5","28","But I tell you that anyone who looks at a woman lustfully has already committed adultery with her in his heart. But I tell you that anyone who looks at a woman lustfully has already committed adultery with her in his heart. "
"119","Matthew","5","29","If your right eye causes you to stumble, gouge it out and throw it away. It is better for you to lose one part of your body than for your whole body to be thrown into hell. If your right eye causes you to stumble, gouge it out and throw it away. It is better for you to lose one part of your body than for your whole body to be thrown into hell. "
"120","Matthew","5","30","And if your right hand causes you to stumble, cut it off and throw it away. It is better for you to lose one part of your body than for your whole body to go into hell. And if your right hand causes you to stumble, cut it off and throw it away. It is better for you to lose one part of your body than for your whole body to go into hell. "
"121","Matthew","5","31","“It has been said, ‘Anyone who divorces his wife must give her a certificate of divorce.’ “It has been said, ‘Anyone who divorces his wife must give her a certificate of divorce.’ # 5:31 Deut. 24:1 5:31 Deut. 24:1 "
"122","Matthew","5","32","But I tell you that anyone who divorces his wife, except for sexual immorality, makes her the victim of adultery, and anyone who marries a divorced woman commits adultery. But I tell you that anyone who divorces his wife, except for sexual immorality, makes her the victim of adultery, and anyone who marries a divorced woman commits adultery. "
"123","Matthew","5","33","“Again, you have heard that it was said to the people long ago, ‘Do not break your oath, but fulfill to the Lord the vows you have made.’ “Again, you have heard that it was said to the people long ago, ‘Do not break your oath, but fulfill to the Lord the vows you have made.’ "
"124","Matthew","5","34","But I tell you, do not swear an oath at all: either by heaven, for it is God’s throne; But I tell you, do not swear an oath at all: either by heaven, for it is God’s throne; "
"125","Matthew","5","35","or by the earth, for it is his footstool; or by Jerusalem, for it is the city of the Great King. or by the earth, for it is his footstool; or by Jerusalem, for it is the city of the Great King. "
"126","Matthew","5","36","And do not swear by your head, for you cannot make even one hair white or black. And do not swear by your head, for you cannot make even one hair white or black. "
"127","Matthew","5","37","All you need to say is simply ‘Yes’ or ‘No’; anything beyond this comes from the evil one. All you need to say is simply ‘Yes’ or ‘No’; anything beyond this comes from the evil one. # 5:37 Or from evil 5:37 Or from evil "
"128","Matthew","5","38","“You have heard that it was said, ‘Eye for eye, and tooth for tooth.’ “You have heard that it was said, ‘Eye for eye, and tooth for tooth.’ # 5:38 Exodus 21:24 ; Lev. 24:20; Deut. 19:21 5:38 Exodus 21:24 ; Lev. 24:20; Deut. 19:21 "
"129","Matthew","5","39","But I tell you, do not resist an evil person. If anyone slaps you on the right cheek, turn to them the other cheek also. But I tell you, do not resist an evil person. If anyone slaps you on the right cheek, turn to them the other cheek also. "
"130","Matthew","5","40","And if anyone wants to sue you and take your shirt, hand over your coat as well. And if anyone wants to sue you and take your shirt, hand over your coat as well. "
"131","Matthew","5","41","If anyone forces you to go one mile, go with them two miles. If anyone forces you to go one mile, go with them two miles. "
"132","Matthew","5","42","Give to the one who asks you, and do not turn away from the one who wants to borrow from you. Give to the one who asks you, and do not turn away from the one who wants to borrow from you. "
"133","Matthew","5","43","“You have heard that it was said, ‘Love your neighbor “You have heard that it was said, ‘Love your neighbor # 5:43 Lev. 19:18 5:43 Lev. 19:18 and hate your enemy.’ and hate your enemy.’ "
"134","Matthew","5","44","But I tell you, love your enemies and pray for those who persecute you, But I tell you, love your enemies and pray for those who persecute you, "
"135","Matthew","5","45","that you may be children of your Father in heaven. He causes his sun to rise on the evil and the good, and sends rain on the righteous and the unrighteous. that you may be children of your Father in heaven. He causes his sun to rise on the evil and the good, and sends rain on the righteous and the unrighteous. "
"136","Matthew","5","46","If you love those who love you, what reward will you get? Are not even the tax collectors doing that? If you love those who love you, what reward will you get? Are not even the tax collectors doing that? "
"137","Matthew","5","47","And if you greet only your own people, what are you doing more than others? Do not even pagans do that? And if you greet only your own people, what are you doing more than others? Do not even pagans do that? "
"138","Matthew","5","48","Be perfect, therefore, as your heavenly Father is perfect. Be perfect, therefore, as your heavenly Father is perfect. "
"139","Matthew","6","1","“Be careful not to practice your righteousness in front of others to be seen by them. If you do, you will have no reward from your Father in heaven. “Be careful not to practice your righteousness in front of others to be seen by them. If you do, you will have no reward from your Father in heaven. "
"140","Matthew","6","2","“So when you give to the needy, do not announce it with trumpets, as the hypocrites do in the synagogues and on the streets, to be honored by others. Truly I tell you, they have received their reward in full. “So when you give to the needy, do not announce it with trumpets, as the hypocrites do in the synagogues and on the streets, to be honored by others. Truly I tell you, they have received their reward in full. "
"141","Matthew","6","3","But when you give to the needy, do not let your left hand know what your right hand is doing, But when you give to the needy, do not let your left hand know what your right hand is doing, "
"142","Matthew","6","4","so that your giving may be in secret. Then your Father, who sees what is done in secret, will reward you. so that your giving may be in secret. Then your Father, who sees what is done in secret, will reward you. "
"143","Matthew","6","5","“And when you pray, do not be like the hypocrites, for they love to pray standing in the synagogues and on the street corners to be seen by others. Truly I tell you, they have received their reward in full. “And when you pray, do not be like the hypocrites, for they love to pray standing in the synagogues and on the street corners to be seen by others. Truly I tell you, they have received their reward in full. "
"144","Matthew","6","6","But when you pray, go into your room, close the door and pray to your Father, who is unseen. Then your Father, who sees what is done in secret, will reward you. But when you pray, go into your room, close the door and pray to your Father, who is unseen. Then your Father, who sees what is done in secret, will reward you. "
"145","Matthew","6","7","And when you pray, do not keep on babbling like pagans, for they think they will be heard because of their many words. And when you pray, do not keep on babbling like pagans, for they think they will be heard because of their many words. "
"146","Matthew","6","8","Do not be like them, for your Father knows what you need before you ask him. Do not be like them, for your Father knows what you need before you ask him. "
"147","Matthew","6","9","“This, then, is how you should pray: “This, then, is how you should pray: “ ‘Our Father in heaven, “ ‘Our Father in heaven, hallowed be your name, hallowed be your name, "
"148","Matthew","6","10","your kingdom come, your kingdom come, your will be done, your will be done, on earth as it is in heaven. on earth as it is in heaven. "
"149","Matthew","6","11","Give us today our daily bread. Give us today our daily bread. "
"150","Matthew","6","12","And forgive us our debts, And forgive us our debts, as we also have forgiven our debtors. as we also have forgiven our debtors. "
"151","Matthew","6","13","And lead us not into temptation, And lead us not into temptation, # 6:13 The Greek for temptation can also mean testing. 6:13 The Greek for temptation can also mean testing. but deliver us from the evil one. but deliver us from the evil one. # 6:13 Or from evil ; some late manuscripts one, / for yours is the kingdom and the power and the glory forever. Amen. 6:13 Or from evil ; some late manuscripts one, / for yours is the kingdom and the power and the glory forever. Amen. ’ ’ "
"152","Matthew","6","14","For if you forgive other people when they sin against you, your heavenly Father will also forgive you. For if you forgive other people when they sin against you, your heavenly Father will also forgive you. "
"153","Matthew","6","15","But if you do not forgive others their sins, your Father will not forgive your sins. But if you do not forgive others their sins, your Father will not forgive your sins. "
"154","Matthew","6","16","“When you fast, do not look somber as the hypocrites do, for they disfigure their faces to show others they are fasting. Truly I tell you, they have received their reward in full. “When you fast, do not look somber as the hypocrites do, for they disfigure their faces to show others they are fasting. Truly I tell you, they have received their reward in full. "
"155","Matthew","6","17","But when you fast, put oil on your head and wash your face, But when you fast, put oil on your head and wash your face, "
"156","Matthew","6","18","so that it will not be obvious to others that you are fasting, but only to your Father, who is unseen; and your Father, who sees what is done in secret, will reward you. so that it will not be obvious to others that you are fasting, but only to your Father, who is unseen; and your Father, who sees what is done in secret, will reward you. "
"157","Matthew","6","19","“Do not store up for yourselves treasures on earth, where moths and vermin destroy, and where thieves break in and steal. “Do not store up for yourselves treasures on earth, where moths and vermin destroy, and where thieves break in and steal. "
"158","Matthew","6","20","But store up for yourselves treasures in heaven, where moths and vermin do not destroy, and where thieves do not break in and steal. But store up for yourselves treasures in heaven, where moths and vermin do not destroy, and where thieves do not break in and steal. "
"159","Matthew","6","21","For where your treasure is, there your heart will be also. For where your treasure is, there your heart will be also. "
"160","Matthew","6","22","“The eye is the lamp of the body. If your eyes are healthy, “The eye is the lamp of the body. If your eyes are healthy, # 6:22 The Greek for healthy here implies generous. 6:22 The Greek for healthy here implies generous. your whole body will be full of light. your whole body will be full of light. "
"161","Matthew","6","23","But if your eyes are unhealthy, But if your eyes are unhealthy, # 6:23 The Greek for unhealthy here implies stingy. 6:23 The Greek for unhealthy here implies stingy. your whole body will be full of darkness. If then the light within you is darkness, how great is that darkness! your whole body will be full of darkness. If then the light within you is darkness, how great is that darkness! "
"162","Matthew","6","24","“No one can serve two masters. Either you will hate the one and love the other, or you will be devoted to the one and despise the other. You cannot serve both God and money. “No one can serve two masters. Either you will hate the one and love the other, or you will be devoted to the one and despise the other. You cannot serve both God and money. "
"163","Matthew","6","25","“Therefore I tell you, do not worry about your life, what you will eat or drink; or about your body, what you will wear. Is not life more than food, and the body more than clothes? “Therefore I tell you, do not worry about your life, what you will eat or drink; or about your body, what you will wear. Is not life more than food, and the body more than clothes? "
"164","Matthew","6","26","Look at the birds of the air; they do not sow or reap or store away in barns, and yet your heavenly Father feeds them. Are you not much more valuable than they? Look at the birds of the air; they do not sow or reap or store away in barns, and yet your heavenly Father feeds them. Are you not much more valuable than they? "
"165","Matthew","6","27","Can any one of you by worrying add a single hour to your life Can any one of you by worrying add a single hour to your life # 6:27 Or single cubit to your height 6:27 Or single cubit to your height ? ? "
"166","Matthew","6","28","“And why do you worry about clothes? See how the flowers of the field grow. They do not labor or spin. “And why do you worry about clothes? See how the flowers of the field grow. They do not labor or spin. "
"167","Matthew","6","29","Yet I tell you that not even Solomon in all his splendor was dressed like one of these. Yet I tell you that not even Solomon in all his splendor was dressed like one of these. "
"168","Matthew","6","30","If that is how God clothes the grass of the field, which is here today and tomorrow is thrown into the fire, will he not much more clothe you—you of little faith? If that is how God clothes the grass of the field, which is here today and tomorrow is thrown into the fire, will he not much more clothe you—you of little faith? "
"169","Matthew","6","31","So do not worry, saying, ‘What shall we eat?’ or ‘What shall we drink?’ or ‘What shall we wear?’ So do not worry, saying, ‘What shall we eat?’ or ‘What shall we drink?’ or ‘What shall we wear?’ "
"170","Matthew","6","32","For the pagans run after all these things, and your heavenly Father knows that you need them. For the pagans run after all these things, and your heavenly Father knows that you need them. "
"171","Matthew","6","33","But seek first his kingdom and his righteousness, and all these things will be given to you as well. But seek first his kingdom and his righteousness, and all these things will be given to you as well. "
"172","Matthew","6","34","Therefore do not worry about tomorrow, for tomorrow will worry about itself. Each day has enough trouble of its own. Therefore do not worry about tomorrow, for tomorrow will worry about itself. Each day has enough trouble of its own. "
"173","Matthew","7","1","“Do not judge, or you too will be judged. “Do not judge, or you too will be judged. "
"174","Matthew","7","2","For in the same way you judge others, you will be judged, and with the measure you use, it will be measured to you. For in the same way you judge others, you will be judged, and with the measure you use, it will be measured to you. "
"175","Matthew","7","3","“Why do you look at the speck of sawdust in your brother’s eye and pay no attention to the plank in your own eye? “Why do you look at the speck of sawdust in your brother’s eye and pay no attention to the plank in your own eye? "
"176","Matthew","7","4","How can you say to your brother, ‘Let me take the speck out of your eye,’ when all the time there is a plank in your own eye? How can you say to your brother, ‘Let me take the speck out of your eye,’ when all the time there is a plank in your own eye? "
"177","Matthew","7","5","You hypocrite, first take the plank out of your own eye, and then you will see clearly to remove the speck from your brother’s eye. You hypocrite, first take the plank out of your own eye, and then you will see clearly to remove the speck from your brother’s eye. "
